,Mean hemoglobin level of women of reproductive age (aged 15-49 years),Prevalence of anaemia in children aged 6â€“59 months (%),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of non-pregnant women (aged 15-49 years)
2467,115.0,74.5,55.6,116.0
2468,115.0,73.5,55.1,116.0
2469,116.0,72.6,54.6,117.0
2470,116.0,71.7,54.2,117.0
2471,116.0,70.8,53.7,117.0
2472,116.0,69.9,53.3,117.0
2473,116.0,68.9,52.8,117.0
2474,117.0,67.9,52.3,118.0
2475,128.0,21.0,23.8,128.0
2476,128.0,20.5,23.5,128.0
2477,128.0,20.1,23.3,129.0
2478,128.0,19.5,23.1,129.0
2479,128.0,19.0,22.9,129.0
2480,128.0,18.6,22.7,129.0
2481,128.0,18.4,22.6,129.0
2482,128.0,18.3,22.4,129.0
2483,128.0,18.2,22.2,129.0
2484,128.0,18.1,22.0,129.0
2485,128.0,18.1,21.8,129.0
2486,128.0,18.0,21.8,129.0
2487,128.0,18.0,21.8,129.0
2488,128.0,18.0,21.8,129.0
2489,128.0,18.1,21.8,129.0
2490,128.0,18.2,21.9,129.0
2491,128.0,18.4,22.1,129.0
2492,128.0,18.7,22.3,129.0
2493,128.0,19.1,22.5,128.0
2494,128.0,19.5,22.8,128.0
2495,116.0,82.2,53.7,117.0
2496,116.0,81.7,53.0,117.0
2497,116.0,81.2,52.3,118.0
2498,117.0,80.7,51.6,118.0
2499,117.0,80.2,51.0,118.0
2500,117.0,79.7,50.4,119.0
2501,117.0,79.2,49.8,119.0
2502,118.0,78.8,49.1,119.0
2503,118.0,78.4,48.5,119.0
2504,118.0,78.1,47.9,120.0
2505,118.0,77.9,47.5,120.0
2506,119.0,77.7,47.3,120.0
2507,119.0,77.6,47.1,120.0
2508,119.0,77.4,47.0,120.0
2509,119.0,77.1,47.0,120.0
2510,119.0,76.8,47.1,120.0
2511,119.0,76.2,47.3,120.0
2512,119.0,75.4,47.4,120.0
2513,119.0,74.5,47.6,120.0
2514,119.0,73.4,47.8,120.0
2515,131.0,11.4,12.1,131.0
2516,131.0,11.2,11.9,131.0
2517,131.0,11.1,11.8,131.0
2518,131.0,11.1,11.7,131.0
2519,131.0,11.1,11.6,131.0
2520,131.0,11.1,11.5,131.0
2521,131.0,11.1,11.5,131.0
2522,131.0,11.2,11.4,131.0
2523,131.0,11.3,11.3,132.0
2524,131.0,11.3,11.3,132.0
2525,131.0,11.4,11.3,132.0
2526,131.0,11.6,11.3,131.0
2527,131.0,11.7,11.4,131.0
2528,131.0,11.9,11.5,131.0
2529,131.0,12.1,11.7,131.0
2530,131.0,12.3,11.8,131.0
2531,131.0,12.6,12.0,131.0
2532,131.0,12.9,12.3,131.0
2533,131.0,13.2,12.6,131.0
2534,131.0,13.5,12.9,131.0
2535,129.0,18.3,20.2,129.0
2536,129.0,18.0,20.1,129.0
2537,129.0,17.8,20.0,129.0
2538,129.0,17.7,20.0,129.0
2539,129.0,17.6,20.0,129.0
2540,129.0,17.4,20.0,129.0
2541,129.0,17.3,20.0,129.0
2542,129.0,17.2,20.0,129.0
2543,129.0,17.0,20.0,129.0
2544,129.0,16.8,20.0,129.0
2545,129.0,16.7,20.0,129.0
2546,129.0,16.7,20.0,129.0
2547,129.0,16.7,20.1,129.0
2548,129.0,16.7,20.2,129.0
2549,129.0,16.8,20.4,129.0
2550,129.0,17.0,20.6,129.0
2551,129.0,17.2,20.8,129.0
2552,129.0,17.5,21.1,129.0
2553,128.0,17.9,21.4,129.0
2554,128.0,18.2,21.7,129.0
2555,121.0,44.4,39.8,122.0
2556,121.0,44.7,39.7,122.0
2557,121.0,45.1,39.6,122.0
2558,121.0,45.4,39.4,122.0
2559,121.0,45.7,39.3,122.0
2560,121.0,45.9,39.1,122.0
2561,121.0,46.0,38.9,122.0
2562,121.0,45.9,38.6,123.0
2563,121.0,45.5,38.3,123.0
2564,122.0,45.0,38.0,123.0
2565,122.0,44.5,37.7,123.0
2566,122.0,43.8,37.4,123.0
2567,122.0,43.1,37.2,123.0
2568,122.0,42.4,37.1,123.0
2569,122.0,41.7,36.9,123.0
2570,122.0,41.0,36.9,123.0
2571,122.0,40.2,36.8,123.0
2572,122.0,39.5,36.8,123.0
2573,122.0,38.7,36.7,123.0
2574,122.0,38.1,36.7,123.0
2575,124.0,41.3,35.3,124.0
2576,124.0,41.0,34.8,124.0
2577,124.0,40.7,34.3,124.0
2578,124.0,40.6,33.7,125.0
2579,124.0,40.8,33.1,125.0
2580,125.0,40.8,32.4,125.0
2581,125.0,40.9,31.7,126.0
2582,125.0,40.1,30.9,126.0
2583,126.0,38.9,30.2,126.0
2584,126.0,37.2,29.5,127.0
2585,126.0,35.6,29.0,127.0
2586,127.0,34.6,28.7,127.0
2587,127.0,34.5,28.5,127.0
2588,127.0,35.3,28.5,127.0
2589,127.0,36.6,28.6,127.0
2590,127.0,38.0,28.8,127.0
2591,127.0,39.6,29.1,127.0
2592,127.0,41.2,29.4,127.0
2593,126.0,42.9,29.9,127.0
2594,126.0,44.4,30.5,127.0
2595,132.0,12.0,11.3,132.0
2596,132.0,11.8,11.1,132.0
2597,132.0,11.8,11.1,132.0
2598,132.0,11.8,11.0,132.0
2599,132.0,11.8,11.0,132.0
2600,132.0,11.9,11.1,132.0
2601,132.0,12.0,11.2,132.0
2602,131.0,12.2,11.3,132.0
2603,131.0,12.3,11.4,132.0
2604,131.0,12.4,11.5,132.0
2605,131.0,12.5,11.6,132.0
2606,131.0,12.7,11.7,132.0
2607,131.0,12.9,11.8,132.0
2608,131.0,13.0,11.9,131.0
2609,131.0,13.2,12.1,131.0
2610,131.0,13.4,12.2,131.0
2611,131.0,13.6,12.4,131.0
2612,131.0,13.9,12.7,131.0
2613,131.0,14.2,12.9,131.0
2614,131.0,14.6,13.3,131.0
2615,122.0,32.6,38.9,122.0
2616,122.0,31.8,38.3,123.0
2617,122.0,31.1,37.7,123.0
2618,123.0,30.5,37.1,123.0
2619,123.0,29.9,36.6,123.0
2620,123.0,29.3,36.0,123.0
2621,123.0,28.6,35.6,123.0
2622,123.0,27.9,35.0,124.0
2623,123.0,27.1,34.6,124.0
2624,124.0,26.5,34.2,124.0
2625,124.0,26.0,33.8,124.0
2626,124.0,25.5,33.6,124.0
2627,124.0,25.1,33.5,124.0
2628,124.0,24.9,33.5,124.0
2629,124.0,24.7,33.6,124.0
2630,124.0,24.6,33.8,124.0
2631,124.0,24.6,33.9,124.0
2632,124.0,24.7,34.1,124.0
2633,124.0,24.9,34.4,124.0
2634,124.0,25.1,34.6,124.0
2635,126.0,33.1,27.4,127.0
2636,127.0,32.9,26.9,127.0
2637,127.0,32.7,26.2,127.0
2638,127.0,32.5,25.6,128.0
2639,127.0,32.2,24.9,128.0
2640,128.0,31.9,24.3,128.0
2641,128.0,31.6,23.8,128.0
2642,128.0,31.0,23.0,129.0
2643,128.0,30.4,22.3,129.0
2644,129.0,29.7,21.6,129.0
2645,129.0,29.0,20.9,129.0
2646,129.0,28.4,20.4,130.0
2647,129.0,27.8,20.1,130.0
2648,129.0,27.3,19.9,130.0
2649,129.0,27.0,19.9,130.0
2650,129.0,26.7,20.0,130.0
2651,129.0,26.4,20.1,130.0
2652,129.0,26.2,20.3,130.0
2653,129.0,26.0,20.5,129.0
2654,129.0,25.9,20.8,129.0
2655,131.0,12.4,12.4,131.0
2656,131.0,12.3,12.2,131.0
2657,131.0,12.2,12.0,131.0
2658,131.0,12.2,11.9,131.0
2659,131.0,12.1,11.8,131.0
2660,131.0,12.1,11.7,131.0
2661,131.0,12.1,11.6,131.0
2662,131.0,12.1,11.5,131.0
2663,131.0,12.1,11.5,131.0
2664,131.0,12.1,11.4,131.0
2665,131.0,12.1,11.4,131.0
2666,131.0,12.2,11.4,131.0
2667,131.0,12.4,11.5,131.0
2668,131.0,12.6,11.6,131.0
2669,131.0,12.9,11.8,131.0
2670,131.0,13.2,12.0,131.0
2671,131.0,13.5,12.3,131.0
2672,131.0,13.9,12.7,131.0
2673,131.0,14.2,13.0,131.0
2674,130.0,14.6,13.4,131.0
2675,132.0,11.1,9.5,132.0
2676,132.0,11.0,9.4,132.0
2677,132.0,11.0,9.4,132.0
2678,132.0,11.0,9.3,132.0
2679,132.0,11.0,9.3,132.0
2680,132.0,11.0,9.3,132.0
2681,132.0,11.1,9.3,132.0
2682,132.0,11.1,9.3,132.0
2683,132.0,11.1,9.3,132.0
2684,132.0,11.2,9.3,132.0
2685,132.0,11.3,9.3,132.0
2686,132.0,11.4,9.4,132.0
2687,132.0,11.6,9.5,132.0
2688,132.0,11.8,9.6,132.0
2689,132.0,12.1,9.8,132.0
2690,132.0,12.4,10.0,132.0
2691,132.0,12.8,10.3,132.0
2692,132.0,13.2,10.5,132.0
2693,131.0,13.6,10.9,132.0
2694,131.0,14.0,11.2,132.0
2695,123.0,33.3,36.8,123.0
2696,123.0,32.6,36.1,123.0
2697,123.0,32.1,35.6,124.0
2698,123.0,31.8,35.2,124.0
2699,123.0,31.6,34.8,124.0
2700,123.0,31.4,34.3,124.0
2701,124.0,31.1,33.7,124.0
2702,124.0,31.0,33.3,124.0
2703,124.0,30.8,32.9,125.0
2704,124.0,30.6,32.4,125.0
2705,124.0,30.5,32.0,125.0
2706,124.0,30.5,31.8,125.0
2707,124.0,30.6,31.6,125.0
2708,122.0,46.1,39.1,122.0
2709,122.0,44.1,38.4,123.0
2710,122.0,42.2,37.5,123.0
2711,123.0,40.4,36.5,123.0
2712,123.0,38.5,35.1,124.0
2713,123.0,37.0,34.1,124.0
2714,124.0,36.0,33.7,124.0
2715,124.0,35.0,32.9,125.0
2716,124.0,34.1,32.2,125.0
2717,124.0,33.4,31.5,125.0
2718,125.0,32.7,30.7,125.0
2719,125.0,32.5,30.4,125.0
2720,124.0,32.6,30.5,125.0
2721,124.0,32.9,30.8,125.0
2722,124.0,33.3,31.2,125.0
2723,124.0,33.8,31.6,125.0
2724,124.0,34.6,32.5,125.0
2725,123.0,35.6,33.4,124.0
2726,123.0,36.3,34.2,124.0
2727,123.0,37.0,35.0,124.0
2728,119.0,72.1,45.6,120.0
2729,119.0,71.3,45.4,120.0
2730,119.0,70.4,45.1,120.0
2731,119.0,69.5,44.8,120.0
2732,119.0,68.6,44.5,121.0
2733,119.0,67.8,44.0,121.0
2734,119.0,66.8,43.5,121.0
2735,120.0,65.7,42.7,121.0
2736,120.0,64.6,41.9,122.0
2737,120.0,63.4,41.0,122.0
2738,121.0,62.2,40.3,122.0
2739,121.0,61.0,39.6,122.0
2740,121.0,60.1,39.1,123.0
2741,121.0,59.3,38.8,123.0
2742,121.0,58.7,38.6,123.0
2743,121.0,58.3,38.6,123.0
2744,122.0,57.7,38.4,123.0
2745,122.0,57.2,38.1,123.0
2746,122.0,56.6,37.9,123.0
2747,122.0,56.1,37.9,123.0
2748,128.0,26.5,20.6,128.0
2749,128.0,26.2,20.7,128.0
2750,128.0,26.0,20.7,128.0
2751,128.0,25.7,20.8,128.0
2752,128.0,25.4,20.9,128.0
2753,128.0,25.2,21.0,128.0
2754,128.0,25.1,21.2,128.0
2755,128.0,24.9,21.3,128.0
2756,128.0,24.7,21.4,128.0
2757,128.0,24.5,21.5,128.0
2758,128.0,24.4,21.5,128.0
2759,128.0,24.3,21.7,128.0
2760,128.0,24.3,21.9,128.0
2761,128.0,24.2,22.0,128.0
2762,128.0,24.3,22.2,128.0
2763,128.0,24.4,22.5,128.0
2764,128.0,24.5,22.8,128.0
2765,128.0,24.6,23.1,128.0
2766,128.0,24.7,23.4,128.0
2767,128.0,24.9,23.8,128.0
2768,117.0,79.8,48.9,119.0
2769,118.0,79.1,48.8,119.0
2770,118.0,78.3,48.7,119.0
2771,118.0,77.5,48.6,119.0
2772,118.0,76.7,48.6,119.0
2773,118.0,76.0,48.6,119.0
2774,118.0,75.3,48.4,119.0
2775,118.0,74.6,48.2,119.0
2776,118.0,74.1,47.9,119.0
2777,118.0,73.6,47.5,120.0
2778,118.0,73.3,47.2,120.0
2779,119.0,73.2,46.9,120.0
2780,119.0,73.1,46.6,120.0
2781,119.0,73.2,46.4,120.0
2782,119.0,73.3,46.1,120.0
2783,119.0,73.3,45.9,120.0
2784,119.0,73.3,45.6,120.0
2785,119.0,73.1,45.3,120.0
2786,119.0,72.8,45.1,121.0
2787,120.0,72.4,44.9,121.0
2788,127.0,30.8,25.5,127.0
2789,127.0,30.5,24.6,128.0
2790,128.0,30.4,23.8,128.0
2791,128.0,30.2,23.2,128.0
2792,128.0,29.9,22.4,129.0
2793,129.0,29.7,21.8,129.0
2794,129.0,29.3,21.2,129.0
2795,129.0,28.8,20.5,129.0
2796,129.0,28.3,20.0,130.0
2797,129.0,27.7,19.3,130.0
2798,130.0,26.9,18.7,130.0
2799,130.0,26.2,18.2,130.0
2800,130.0,25.5,17.8,130.0
2801,130.0,24.8,17.5,131.0
2802,130.0,24.4,17.4,131.0
2803,130.0,24.0,17.3,131.0
2804,130.0,23.6,17.3,131.0
2805,130.0,23.2,17.3,131.0
2806,130.0,23.0,17.5,131.0
2807,130.0,22.9,17.7,130.0
2808,125.0,35.6,31.4,125.0
2809,125.0,34.4,31.1,125.0
2810,125.0,33.6,30.9,125.0
2811,125.0,33.0,30.9,125.0
2812,125.0,32.4,30.9,125.0
2813,125.0,32.0,30.9,125.0
2814,125.0,31.6,30.8,125.0
2815,125.0,31.1,30.7,125.0
2816,125.0,30.6,30.5,125.0
2817,125.0,30.2,30.4,125.0
2818,125.0,29.8,30.2,125.0
2819,125.0,29.6,30.3,125.0
2820,125.0,29.4,30.3,125.0
2821,125.0,29.3,30.5,125.0
2822,125.0,29.3,30.6,125.0
2823,125.0,29.3,30.8,125.0
2824,125.0,29.5,31.1,125.0
2825,125.0,29.8,31.4,125.0
2826,125.0,30.1,31.8,125.0
2827,124.0,30.4,32.1,125.0
2828,123.0,38.7,35.6,123.0
2829,123.0,37.5,35.0,124.0
2830,123.0,36.5,34.5,124.0
2831,124.0,35.6,34.1,124.0
2832,124.0,34.8,33.7,124.0
2833,124.0,34.0,33.3,124.0
2834,124.0,33.1,32.8,124.0
2835,124.0,32.2,32.3,125.0
2836,124.0,31.2,31.7,125.0
2837,125.0,30.2,31.2,125.0
2838,125.0,29.3,30.7,125.0
2839,125.0,28.4,30.3,125.0
2840,125.0,27.6,29.9,125.0
2841,125.0,26.9,29.7,126.0
2842,125.0,26.3,29.5,126.0
2843,125.0,25.8,29.4,126.0
2844,125.0,25.5,29.4,126.0
2845,125.0,25.2,29.5,126.0
2846,125.0,25.0,29.6,126.0
2847,125.0,25.0,29.8,126.0
2848,124.0,40.7,32.7,125.0
2849,124.0,39.3,31.9,125.0
2850,125.0,38.2,31.2,125.0
2851,125.0,37.2,30.5,125.0
2852,125.0,36.0,29.6,126.0
2853,126.0,34.9,28.6,126.0
2854,126.0,33.9,27.9,126.0
2855,126.0,33.1,27.2,127.0
2856,126.0,32.3,26.5,127.0
2857,127.0,31.7,25.9,127.0
2858,127.0,31.1,25.4,127.0
2859,127.0,30.9,25.2,127.0
2860,127.0,30.8,25.1,127.0
2861,127.0,30.9,25.2,127.0
2862,127.0,31.0,25.2,127.0
2863,127.0,31.2,25.3,127.0
2864,127.0,31.7,25.5,127.0
2865,127.0,32.2,25.8,127.0
2866,127.0,32.7,26.1,127.0
2867,126.0,33.1,26.5,127.0
2868,122.0,72.9,38.2,124.0
2869,122.0,71.9,37.5,124.0
2870,123.0,70.9,36.9,124.0
2871,123.0,69.8,36.2,125.0
2872,123.0,68.7,35.6,125.0
2873,123.0,67.4,34.9,125.0
2874,124.0,66.0,34.1,125.0
2875,124.0,64.4,33.2,126.0
2876,124.0,62.8,32.4,126.0
2877,125.0,61.2,31.6,126.0
2878,125.0,59.5,30.9,127.0
2879,125.0,58.1,30.4,127.0
2880,125.0,56.7,30.2,127.0
2881,125.0,55.6,30.2,127.0
2882,125.0,54.6,30.3,127.0
2883,125.0,53.9,30.6,127.0
2884,125.0,53.2,30.9,126.0
2885,125.0,52.7,31.2,126.0
2886,125.0,52.2,31.6,126.0
2887,125.0,51.7,32.1,126.0
2888,134.0,27.8,13.3,134.0
2889,134.0,27.3,13.2,134.0
2890,134.0,26.9,13.2,134.0
2891,134.0,26.5,13.2,134.0
2892,133.0,26.1,13.2,134.0
2893,133.0,25.6,13.2,134.0
2894,133.0,25.2,13.2,133.0
2895,133.0,24.9,13.3,133.0
2896,133.0,24.6,13.4,133.0
2897,133.0,24.1,13.5,133.0
2898,133.0,23.7,13.6,133.0
2899,132.0,23.5,13.8,133.0
2900,132.0,23.4,14.1,133.0
2901,132.0,23.4,14.5,132.0
2902,132.0,23.5,14.9,132.0
2903,132.0,23.8,15.3,132.0
2904,131.0,24.1,15.8,132.0
2905,131.0,24.6,16.4,131.0
2906,131.0,25.1,16.9,131.0
2907,131.0,25.6,17.5,131.0
2908,127.0,19.6,24.3,128.0
2909,127.0,19.2,24.0,128.0
2910,127.0,19.1,23.9,128.0
2911,127.0,19.1,23.9,128.0
2912,127.0,18.9,23.6,128.0
2913,128.0,18.7,23.3,128.0
2914,127.0,18.9,23.5,128.0
2915,127.0,19.3,23.9,128.0
2916,127.0,19.4,23.9,128.0
2917,127.0,19.4,23.8,128.0
2918,127.0,19.3,23.8,128.0
2919,127.0,19.4,23.8,128.0
2920,127.0,19.5,24.0,128.0
2921,127.0,19.4,23.9,128.0
2922,127.0,19.3,23.8,128.0
2923,127.0,19.3,23.7,128.0
2924,127.0,19.4,23.6,128.0
2925,127.0,19.6,23.7,128.0
2926,127.0,20.0,24.0,128.0
2927,127.0,20.4,24.3,128.0
2928,132.0,13.7,9.2,132.0
2929,132.0,13.6,9.0,132.0
2930,132.0,13.5,8.9,132.0
2931,132.0,13.5,8.8,133.0
2932,132.0,13.5,8.8,133.0
2933,132.0,13.5,8.8,133.0
2934,132.0,13.6,8.8,133.0
2935,132.0,13.6,8.8,133.0
2936,132.0,13.6,8.9,133.0
2937,132.0,13.7,8.9,132.0
2938,132.0,13.7,9.0,132.0
2939,132.0,13.8,9.1,132.0
2940,132.0,13.8,9.2,132.0
2941,132.0,13.8,9.3,132.0
2942,132.0,14.0,9.5,132.0
2943,132.0,14.2,9.7,132.0
2944,132.0,14.4,9.9,132.0
2945,132.0,14.7,10.2,132.0
2946,132.0,15.0,10.5,132.0
2947,132.0,15.5,10.9,132.0
2948,135.0,6.2,7.8,135.0
2949,135.0,6.1,7.7,135.0
2950,135.0,6.0,7.7,135.0
2951,134.0,5.9,7.8,135.0
2952,134.0,5.9,7.9,135.0
2953,134.0,5.9,8.1,135.0
2954,134.0,5.8,8.4,134.0
2955,134.0,5.8,8.6,134.0
2956,133.0,5.8,8.9,134.0
2957,133.0,5.8,9.2,134.0
2958,133.0,5.8,9.4,133.0
2959,133.0,5.8,9.8,133.0
2960,133.0,5.8,10.0,133.0
2961,132.0,5.8,10.3,133.0
2962,132.0,5.8,10.5,133.0
2963,132.0,5.8,10.7,132.0
2964,132.0,5.9,11.0,132.0
2965,132.0,5.9,11.2,132.0
2966,132.0,6.0,11.5,132.0
2967,132.0,6.1,11.8,132.0
2968,132.0,23.4,12.8,133.0
2969,132.0,23.4,13.0,132.0
2970,132.0,23.8,13.2,132.0
2971,131.0,24.3,13.5,132.0
2972,131.0,24.6,13.7,132.0
2973,131.0,24.8,13.8,132.0
2974,131.0,24.9,13.8,132.0
2975,131.0,24.5,13.6,132.0
2976,131.0,24.2,13.3,132.0
2977,131.0,23.9,13.1,132.0
2978,132.0,23.5,12.8,132.0
2979,132.0,23.3,12.7,132.0
2980,131.0,23.6,12.8,132.0
2981,131.0,23.8,13.0,132.0
2982,131.0,24.0,13.1,132.0
2983,131.0,24.3,13.4,132.0
2984,131.0,24.5,13.6,132.0
2985,131.0,24.8,14.0,131.0
2986,131.0,25.0,14.3,131.0
2987,131.0,25.1,14.7,131.0
2988,119.0,49.3,46.7,119.0
2989,119.0,47.6,45.0,120.0
2990,120.0,46.0,43.5,120.0
2991,120.0,44.3,41.8,121.0
2992,121.0,42.7,40.2,121.0
2993,122.0,41.2,38.5,122.0
2994,122.0,39.5,36.9,123.0
2995,123.0,37.8,35.3,123.0
2996,123.0,36.0,33.6,124.0
2997,124.0,34.3,32.1,124.0
2998,124.0,32.5,30.6,125.0
2999,125.0,30.7,29.4,125.0
3000,125.0,29.1,28.3,126.0
3001,125.0,27.5,27.3,126.0
3002,126.0,26.0,26.5,126.0
3003,126.0,24.8,25.8,127.0
3004,126.0,23.7,25.2,127.0
3005,126.0,22.8,24.8,127.0
3006,126.0,22.2,24.5,127.0
3007,126.0,21.9,24.3,127.0
3008,126.0,29.1,27.3,127.0
3009,127.0,28.8,26.6,127.0
3010,127.0,28.7,26.1,127.0
3011,127.0,28.7,25.9,127.0
3012,127.0,28.6,25.5,128.0
3013,127.0,28.2,24.9,128.0
3014,128.0,27.7,24.1,128.0
3015,128.0,27.1,23.1,129.0
3016,128.0,26.5,22.3,129.0
3017,129.0,26.1,21.7,129.0
3018,129.0,25.8,21.1,129.0
3019,129.0,25.5,20.7,130.0
3020,129.0,25.6,20.7,129.0
3021,129.0,25.8,20.9,129.0
3022,129.0,26.3,21.3,129.0
3023,128.0,26.7,21.8,129.0
3024,128.0,27.0,22.3,129.0
3025,128.0,27.3,22.9,128.0
3026,128.0,27.7,23.6,128.0
3027,127.0,27.9,24.1,128.0
3028,126.0,33.6,26.7,126.0
3029,126.0,32.2,25.4,127.0
3030,127.0,30.8,24.0,127.0
3031,127.0,29.5,22.7,128.0
3032,128.0,28.2,21.5,128.0
3033,128.0,26.9,20.4,129.0
3034,129.0,25.7,19.4,129.0
3035,129.0,24.5,18.5,129.0
3036,129.0,23.4,17.6,130.0
3037,129.0,22.5,17.1,130.0
3038,130.0,21.9,16.7,130.0
3039,130.0,21.4,16.5,130.0
3040,130.0,21.2,16.5,130.0
3041,130.0,21.1,16.7,130.0
3042,130.0,21.2,17.1,130.0
3043,129.0,21.4,17.5,130.0
3044,129.0,21.6,18.1,130.0
3045,129.0,21.9,18.7,130.0
3046,129.0,22.4,19.5,129.0
3047,129.0,22.9,20.3,129.0
3048,123.0,65.6,34.4,125.0
3049,123.0,64.2,33.9,125.0
3050,123.0,62.6,33.5,125.0
3051,123.0,61.2,33.2,125.0
3052,124.0,59.9,32.8,125.0
3053,124.0,58.7,32.4,125.0
3054,124.0,57.6,31.9,125.0
3055,124.0,56.6,31.4,126.0
3056,124.0,55.8,30.8,126.0
3057,125.0,55.0,30.3,126.0
3058,125.0,54.3,29.8,126.0
3059,125.0,54.0,29.6,127.0
3060,125.0,54.0,29.5,127.0
3061,125.0,53.9,29.6,127.0
3062,125.0,53.9,29.7,126.0
3063,125.0,54.2,29.8,126.0
3064,125.0,54.4,30.0,126.0
3065,125.0,54.6,30.1,126.0
3066,125.0,54.9,30.4,126.0
3067,125.0,55.1,30.7,126.0
3068,125.0,49.8,30.6,126.0
3069,126.0,48.3,30.1,127.0
3070,126.0,46.2,29.7,127.0
3071,126.0,44.3,29.3,127.0
3072,126.0,42.8,29.0,127.0
3073,126.0,41.7,28.8,127.0
3074,126.0,40.5,28.7,127.0
3075,126.0,39.6,28.6,127.0
3076,126.0,38.5,28.6,127.0
3077,126.0,37.8,28.7,127.0
